filename,width,height,class,xmin,ymin,xmax,ymax
Sag1719273.JPG,4000,3000,Okul Geçidi,1630,1257,1738,1384
Sag1719273.JPG,4000,3000,İleri Ve Sola Mecburi Yön,222,1472,278,1542
Sag1719274.JPG,4000,3000,Okul Geçidi,2505,1231,2712,1403
Sag1719274.JPG,4000,3000,İleri Ve Sola Mecburi Yön,362,1491,452,1575
Sag1719275.JPG,4000,3000,Okul Geçidi,3278,1219,3536,1423
Sag1719275.JPG,4000,3000,İleri Ve Sola Mecburi Yön,474,1500,564,1603
Sag1719276.JPG,4000,3000,Okul Geçidi,3497,1224,3790,1437
Sag1719276.JPG,4000,3000,İleri Ve Sola Mecburi Yön,512,1491,583,1594
Sag1719277.JPG,4000,3000,Okul Geçidi,3622,1213,3936,1430
Sag1719277.JPG,4000,3000,İleri Ve Sola Mecburi Yön,530,1487,616,1593
Sag1719278.JPG,4000,3000,İleri Ve Sola Mecburi Yön,580,1489,679,1588
Sag1719279.JPG,4000,3000,İleri Ve Sola Mecburi Yön,712,1481,818,1588
Sag1719280.JPG,4000,3000,İleri Ve Sola Mecburi Yön,941,1442,1059,1581
Sag1719281.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1367,1449,1505,1607
Sag1719282.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1883,1418,2074,1596
Sag1719283.JPG,4000,3000,İleri Ve Sola Mecburi Yön,2324,1423,2557,1635
Sag1719284.JPG,4000,3000,İleri Ve Sola Mecburi Yön,2652,1413,2935,1638
Sag1719285.JPG,4000,3000,İleri Ve Sola Mecburi Yön,2932,1414,3226,1657
Sag1719286.JPG,4000,3000,İleri Ve Sola Mecburi Yön,3391,1417,3775,1680
Sag1719304.JPG,4000,3000,Yol Ver,91,990,458,1309
Sag1719305.JPG,4000,3000,Yol Ver,2039,1111,2238,1385
Sag1719305.JPG,4000,3000,Okul Geçidi,1517,1274,1640,1397
Sag1719306.JPG,4000,3000,Yol Ver,3286,1039,3461,1390
Sag1719306.JPG,4000,3000,Okul Geçidi,2195,1256,2341,1410
Sag1719306.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1029,1497,1085,1581
Sag1719307.JPG,4000,3000,Okul Geçidi,2528,1251,2699,1404
Sag1719307.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1167,1498,1238,1586
Sag1719308.JPG,4000,3000,Okul Geçidi,2603,1246,2775,1415
Sag1719308.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1179,1500,1255,1591
Sag1719309.JPG,4000,3000,Okul Geçidi,2701,1243,2901,1413
Sag1719309.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1202,1507,1278,1594
Sag1719310.JPG,4000,3000,Okul Geçidi,3104,1211,3339,1413
Sag1719310.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1284,1495,1354,1599
Sag1719311.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1520,1495,1627,1624
Sag1719312.JPG,4000,3000,İleri Ve Sola Mecburi Yön,2239,1499,2387,1654
Sag1719332.JPG,4000,3000,Kasi Var,1,1125,192,1259
Sag1719332.JPG,4000,3000,Okul Geçidi,3,1261,151,1372
Sag1719333.JPG,4000,3000,Kasi Var,457,982,742,1200
Sag1719333.JPG,4000,3000,Okul Geçidi,464,1197,683,1357
Sag1719334.JPG,4000,3000,Kasi Var,2116,399,2346,972
Sag1719334.JPG,4000,3000,Okul Geçidi,2119,879,2291,1251
Sag1719368.JPG,4000,3000,Yaya Geçidi Yaklaşım,764,868,1205,1275
Sag1719387.JPG,4000,3000,İleri Ve Sola Mecburi Yön,557,1332,620,1411
Sag1719388.JPG,4000,3000,İleri Ve Sola Mecburi Yön,626,1385,682,1474
Sag1719389.JPG,4000,3000,İleri Ve Sola Mecburi Yön,743,1368,829,1472
Sag1719390.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1103,1319,1216,1457
Sag1719391.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1930,1320,2112,1500
Sag1719392.JPG,4000,3000,İleri Ve Sola Mecburi Yön,3708,1217,4000,1530
Sag1719396.JPG,4000,3000,Ana Yol Tali Yol,136,1312,233,1389
Sag1719397.JPG,4000,3000,Ana Yol Tali Yol,456,1295,581,1382
Sag1719398.JPG,4000,3000,Ana Yol Tali Yol,1079,1253,1199,1365
Sag1719408.JPG,4000,3000,Yaya Geçidi Yaklaşım,2,1334,116,1444
Sag1719409.JPG,4000,3000,Yaya Geçidi Yaklaşım,609,1232,810,1399
Sag1719429.JPG,4000,3000,Ana Yol Tali Yol Sol,380,1289,522,1394
Sag1719430.JPG,4000,3000,Ana Yol Tali Yol Sol,1208,1245,1361,1397
Sag1719437.JPG,4000,3000,Ana Yol Tali Yol Sağ,83,1278,217,1383
Sag1719438.JPG,4000,3000,Ana Yol Tali Yol Sağ,686,1230,847,1368
Sag1719439.JPG,4000,3000,Ana Yol Tali Yol Sağ,2357,1123,2474,1341
Sag1719451.JPG,4000,3000,Ana Yol Tali Yol Sağ,633,1183,843,1375
Sag1719455.JPG,4000,3000,Ana Yol Tali Yol Sağ,268,1169,436,1317
Sag1719456.JPG,4000,3000,Ana Yol Tali Yol Sağ,1451,1085,1638,1336
Sag1719459.JPG,4000,3000,Ana Yol Tali Yol,296,1227,478,1369
Sag1719460.JPG,4000,3000,Ana Yol Tali Yol,1905,965,2067,1289
Sag1719463.JPG,4000,3000,Yaya Geçidi,1,1293,94,1381
Sag1719464.JPG,4000,3000,Yaya Geçidi,538,1210,688,1359
Sag1719465.JPG,4000,3000,Yaya Geçidi,1842,1034,1977,1277
Sag1719466.JPG,4000,3000,Yaya Geçidi,1189,1249,1283,1367
Sag1719467.JPG,4000,3000,Yaya Geçidi,2202,1204,2381,1370
Sag1719468.JPG,4000,3000,Yaya Geçidi,99,1263,256,1394
Sag1719469.JPG,4000,3000,Yaya Geçidi,784,1143,982,1339
Sag1719473.JPG,4000,3000,Yol Ver,785,1394,849,1523
Sag1719479.JPG,4000,3000,Ana Yol Tali Yol Sağ,109,1070,390,1292
Sag1719496.JPG,4000,3000,Ana Yol Tali Yol,5,1129,195,1294
Sag1719496.JPG,4000,3000,Yaya Geçidi Yaklaşım,2,1272,181,1393
Sag1719497.JPG,4000,3000,Yaya Geçidi Yaklaşım,1746,1203,2004,1387
Sag1719497.JPG,4000,3000,Ana Yol Tali Yol,1704,966,2005,1221
Sag1719500.JPG,4000,3000,Yaya Geçidi,22,1333,132,1420
Sag1719501.JPG,4000,3000,Yaya Geçidi,760,1283,902,1426
Sag1719502.JPG,4000,3000,Yaya Geçidi,2607,1147,2763,1398
Sag1719552.JPG,4000,3000,Okul Bölgesi,192,1174,357,1290
Sag1719552.JPG,4000,3000,Hız Limiti,191,1276,345,1374
Sag1719553.JPG,4000,3000,Hız Limiti,1290,1247,1469,1388
Sag1719553.JPG,4000,3000,Okul Bölgesi,1297,1104,1459,1259
Sag1719556.JPG,4000,3000,Okul Geçidi,146,1288,258,1382
Sag1719557.JPG,4000,3000,Okul Geçidi,1238,1192,1358,1357
Sag1719612.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,4,1282,82,1337
Sag1719651.JPG,4000,3000,Sağdan Daralan Yol,943,1006,1237,1289
Sag1719672.JPG,4000,3000,Hız Limiti,1,889,598,1227
Sag1719745.JPG,4000,3000,Gizli Buzlanma,795,1439,868,1492
Sag1719746.JPG,4000,3000,Gizli Buzlanma,91,1348,212,1422
Sag1719748.JPG,4000,3000,Gizli Buzlanma,1,1215,178,1357
Sag1719749.JPG,4000,3000,Gizli Buzlanma,510,1070,787,1300
Sag1719755.JPG,4000,3000,Hız Limiti,803,1101,1003,1314
Sag1719778.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,181,1387,352,1531
Sag1719779.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,609,1396,797,1584
Sag1719780.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,1339,1419,1533,1674
Sag1719781.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,2259,1441,2396,1762
Sag1719802.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,262,1425,342,1497
Sag1719803.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,601,1404,710,1515
Sag1719804.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,1182,1429,1320,1551
Sag1719805.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,2517,1429,2710,1629
Sag1719810.JPG,4000,3000,Yol Ver,7,1392,77,1443
Sag1719811.JPG,4000,3000,Yol Ver,361,1385,426,1451
Sag1719812.JPG,4000,3000,Yol Ver,906,1369,973,1453
Sag1719824.JPG,4000,3000,Yol Ver,1252,814,1509,1158
Sag1719866.JPG,4000,3000,Okul Bölgesi,172,1247,329,1376
Sag1719867.JPG,4000,3000,Okul Bölgesi,939,1196,1100,1362
Sag1719871.JPG,4000,3000,Ana Yol Tali Yol,1,1201,124,1312
Sag1719871.JPG,4000,3000,Okul Geçidi,1,1313,105,1405
Sag1719872.JPG,4000,3000,Ana Yol Tali Yol,476,977,707,1178
Sag1719872.JPG,4000,3000,Okul Bölgesi,498,1152,681,1308
Sag1719874.JPG,4000,3000,Okul Geçidi,186,1345,276,1421
Sag1719875.JPG,4000,3000,Okul Geçidi,491,1329,597,1417
Sag1719876.JPG,4000,3000,Okul Geçidi,1108,1311,1218,1442
Sag1719896.JPG,4000,3000,Yaya Geçidi,517,1387,581,1448
Sag1719897.JPG,4000,3000,Yaya Geçidi,1229,1398,1298,1480
Sag1719919.JPG,4000,3000,Yaya Geçidi Yaklaşım,175,1264,378,1414
Sag1719920.JPG,4000,3000,Yaya Geçidi Yaklaşım,2042,1008,2255,1340
Sag1719922.JPG,4000,3000,Ana Yol Tali Yol,1,1272,130,1395
Sag1719923.JPG,4000,3000,Ana Yol Tali Yol,1029,1140,1258,1359
Sag1719925.JPG,4000,3000,Yaya Geçidi,474,1177,619,1320
Sag1719930.JPG,4000,3000,Yaya Geçidi,299,1417,371,1473
Sag1719932.JPG,4000,3000,Yaya Geçidi,1202,1271,1313,1392
Sag1719940.JPG,4000,3000,Yaya Geçidi,556,1291,659,1382
Sag1719950.JPG,4000,3000,İleri Ve Sola Mecburi Yön,278,1443,387,1538
Sag1719951.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1565,1527,1724,1680
Sag1719963.JPG,4000,3000,Yaya Geçidi Yaklaşım,7,1307,146,1401
Sag1719964.JPG,4000,3000,Yaya Geçidi Yaklaşım,768,1228,973,1380
Sag1719968.JPG,4000,3000,Yaya Geçidi,375,1234,497,1347
Sag1719969.JPG,4000,3000,Yaya Geçidi,2498,1020,2601,1275
Sag1719985.JPG,4000,3000,Yaya Geçidi Yaklaşım,427,1321,535,1413
Sag1719986.JPG,4000,3000,Yaya Geçidi Yaklaşım,1635,1301,1749,1432
Sag1719989.JPG,4000,3000,Yaya Geçidi,247,1282,354,1371
Sag1719990.JPG,4000,3000,Yaya Geçidi,1650,1154,1753,1337
Sag1720010.JPG,4000,3000,Yaya Geçidi,127,1429,172,1467
Sag1720011.JPG,4000,3000,Yaya Geçidi,223,1464,271,1502
Sag1720012.JPG,4000,3000,Yaya Geçidi,485,1490,522,1523
Sag1720015.JPG,4000,3000,Yaya Geçidi,1187,1529,1229,1566
Sag1720018.JPG,4000,3000,İleri Ve Sola Mecburi Yön,756,1467,914,1608
Sag1720019.JPG,4000,3000,İleri Ve Sola Mecburi Yön,2841,1529,3129,1794
Sag1720036.JPG,4000,3000,Yaya Geçidi Yaklaşım,53,1116,283,1278
Sag1720036.JPG,4000,3000,Ana Yol Tali Yol Sağ,49,1259,266,1391
Sag1720037.JPG,4000,3000,Yaya Geçidi Yaklaşım,1932,682,2139,1047
Sag1720037.JPG,4000,3000,Ana Yol Tali Yol Sağ,1944,953,2133,1315
Sag1720041.JPG,4000,3000,Yol Ver,314,1375,371,1456
Sag1720042.JPG,4000,3000,Yol Ver,1042,1368,1080,1477
Sag1720043.JPG,4000,3000,Yaya Geçidi,262,1276,372,1367
Sag1720044.JPG,4000,3000,Yaya Geçidi,1504,1175,1618,1330
Sag1720106.JPG,4000,3000,Yaya Geçidi,22,1120,271,1316
Sag1720130.JPG,4000,3000,Okul Bölgesi,1457,770,1851,1200
Sag1720154.JPG,4000,3000,Ana Yol Tali Yol Sol,1453,768,1895,1234
Sag1720189.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1466,1427,1659,1608
Sag1720210.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,116,1461,175,1505
Sag1720211.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,27,1370,111,1430
Sag1720212.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,67,1303,187,1389
Sag1720213.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,586,1351,745,1480
Sag1720214.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,2250,1337,2412,1586
Sag1720215.JPG,4000,3000,İleri Ve Sola Mecburi Yön,658,1426,740,1522
Sag1720216.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1463,1411,1576,1549
Sag1720217.JPG,4000,3000,İleri Ve Sola Mecburi Yön,2884,1427,3127,1637
Sag1720229.JPG,4000,3000,İleri Ve Sola Mecburi Yön,8,1400,120,1495
Sag1720230.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1727,1453,1833,1560
Sag1720243.JPG,4000,3000,Yaya Geçidi Yaklaşım,2,1190,147,1333
Sag1720244.JPG,4000,3000,Yaya Geçidi Yaklaşım,835,1058,1110,1313
Sag1720271.JPG,4000,3000,Sağdan Gidiniz,355,1435,422,1504
Sag1720272.JPG,4000,3000,Sağdan Gidiniz,787,1447,894,1552
Sag1720273.JPG,4000,3000,Sağdan Gidiniz,2409,1497,2593,1690
Sag1720283.JPG,4000,3000,Ana Yol Tali Yol Sağ,398,1233,592,1389
Sag1720284.JPG,4000,3000,Ana Yol Tali Yol Sağ,2626,996,2771,1336
Sag1720290.JPG,4000,3000,İleri Ve Sola Mecburi Yön,134,1382,254,1484
Sag1720291.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1722,1415,1862,1545
Sag1720291.JPG,4000,3000,Yaya Geçidi,2190,1501,2222,1532
Sag1720306.JPG,4000,3000,Okul Bölgesi,2,1294,126,1410
Sag1720307.JPG,4000,3000,Okul Bölgesi,642,1181,844,1358
Sag1720343.JPG,4000,3000,İleri Ve Sola Mecburi Yön,653,1465,692,1506
Sag1720344.JPG,4000,3000,İleri Ve Sola Mecburi Yön,866,1510,915,1562
Sag1720345.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1258,1528,1309,1582
Sag1720345.JPG,4000,3000,Yaya Geçidi Yaklaşım,1858,1534,1904,1573
Sag1720346.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1972,1528,2040,1600
Sag1720346.JPG,4000,3000,Yaya Geçidi Yaklaşım,2254,1528,2303,1567
Sag1720347.JPG,4000,3000,İleri Ve Sola Mecburi Yön,3330,1547,3444,1643
Sag1720350.JPG,4000,3000,İleri Ve Sola Mecburi Yön,493,1405,586,1473
Sag1720351.JPG,4000,3000,İleri Ve Sola Mecburi Yön,2042,1461,2129,1549
Sag1720380.JPG,4000,3000,Yaya Geçidi,3,1361,81,1439
Sag1720381.JPG,4000,3000,Yaya Geçidi,386,1308,514,1414
Sag1720382.JPG,4000,3000,Yaya Geçidi,1284,1241,1422,1417
Sag1720394.JPG,4000,3000,Yaya Geçidi Yaklaşım,110,1187,310,1330
Sag1720395.JPG,4000,3000,Yaya Geçidi Yaklaşım,1935,929,2141,1230
Sag1720441.JPG,4000,3000,İleri Ve Sola Mecburi Yön,121,1461,202,1543
Sag1720442.JPG,4000,3000,İleri Ve Sola Mecburi Yön,812,1517,898,1601
Sag1720443.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1889,1522,2018,1658
Sag1720482.JPG,4000,3000,Yaya Geçidi Yaklaşım,1432,861,1735,1201
Sag1720487.JPG,4000,3000,Yaya Geçidi,2115,582,2281,1051
Sag1720491.JPG,4000,3000,Yaya Geçidi Yaklaşım,53,1180,300,1364
Sag1720502.JPG,4000,3000,Yaya Geçidi,1436,844,1777,1257
Sag1720533.JPG,4000,3000,İleri Ve Sola Mecburi Yön,33,1392,117,1507
Sag1720534.JPG,4000,3000,İleri Ve Sola Mecburi Yön,957,1380,1130,1558
Sag1720547.JPG,4000,3000,Yaya Geçidi Yaklaşım,233,1034,533,1299
Sag1720569.JPG,4000,3000,Yaya Geçidi Yaklaşım,1390,699,1665,1083
Sag1720569.JPG,4000,3000,Park Etmek Yasak,1399,1017,1632,1291
Sag1720575.JPG,4000,3000,Yaya Geçidi,990,1003,1186,1244
Sag1720589.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,500,1388,754,1603
Sag1720590.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,2712,1410,3091,1892
Sag1720617.JPG,4000,3000,İleri Ve Sola Mecburi Yön,397,1371,482,1506
Sag1720618.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1507,1245,1754,1497
Sag1720625.JPG,4000,3000,Yaya Geçidi Yaklaşım,292,1264,460,1400
Sag1720626.JPG,4000,3000,Yaya Geçidi Yaklaşım,1655,1113,1823,1365
Sag1720628.JPG,4000,3000,Yaya Geçidi,304,1280,446,1395
Sag1720636.JPG,4000,3000,Ana Yol Tali Yol,387,1045,593,1229
Sag1720636.JPG,4000,3000,Yaya Geçidi,394,1225,579,1354
Sag1720642.JPG,4000,3000,Yaya Geçidi,610,1258,722,1375
Sag1720668.JPG,4000,3000,Yaya Geçidi Yaklaşım,687,1148,875,1336
Sag1720673.JPG,4000,3000,Yaya Geçidi,512,1230,635,1352
Sag1720673.JPG,4000,3000,Ana Yol Tali Yol Sağ,480,1121,672,1253
Sag1720787.JPG,4000,3000,Yaya Geçidi Yaklaşım,829,1113,1065,1315
Sag1720791.JPG,4000,3000,Yaya Geçidi,248,1231,383,1339
Sag1720792.JPG,4000,3000,Yaya Geçidi,1956,1052,2087,1292
Sag1720833.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,238,1294,439,1470
Sag1720834.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,570,1272,774,1499
Sag1720835.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,805,1286,967,1506
Sag1720836.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,898,1268,1081,1513
Sag1720837.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,898,1289,1091,1499
Sag1720838.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,888,1279,1088,1503
Sag1720839.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,884,1279,1088,1513
Sag1720840.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,874,1275,1081,1527
Sag1720841.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,884,1279,1064,1513
Sag1720842.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,895,1279,1088,1513
Sag1720843.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,888,1289,1084,1510
Sag1720844.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,891,1299,1091,1513
Sag1720845.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,901,1268,1070,1510
Sag1720846.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,901,1289,1077,1517
Sag1720847.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,901,1275,1081,1523
Sag1720848.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,901,1286,1095,1510
Sag1720849.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,889,1291,1080,1506
Sag1720850.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,887,1284,1082,1509
Sag1720851.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,881,1292,1080,1511
Sag1720852.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,883,1284,1081,1514
Sag1720853.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,891,1280,1077,1511
Sag1720854.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,900,1278,1087,1519
Sag1720855.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,885,1282,1078,1517
Sag1720856.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,893,1285,1073,1515
Sag1720857.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,888,1274,1074,1504
Sag1720858.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,868,1277,1075,1493
Sag1720859.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,886,1290,1076,1500
Sag1720860.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,891,1265,1091,1517
Sag1720861.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,881,1286,1088,1517
Sag1720862.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,891,1268,1074,1513
Sag1720863.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,881,1272,1101,1530
Sag1720864.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,1484,1279,1657,1572
Sag1720866.JPG,4000,3000,İleri Ve Sola Mecburi Yön,37,1434,108,1541
Sag1720867.JPG,4000,3000,İleri Ve Sola Mecburi Yön,601,1405,708,1541
Sag1720868.JPG,4000,3000,İleri Ve Sola Mecburi Yön,2415,1372,2677,1651
Sag1720883.JPG,4000,3000,Yaya Geçidi Yaklaşım,828,1168,1029,1354
Sag1720887.JPG,4000,3000,Yaya Geçidi,684,1165,825,1319
Sag1720894.JPG,4000,3000,Yaya Geçidi Yaklaşım,519,1056,696,1209
Sag1720895.JPG,4000,3000,Yaya Geçidi Yaklaşım,2484,657,2603,1001
Sag1720937.JPG,4000,3000,Gizli Buzlanma,259,1342,375,1436
Sag1720938.JPG,4000,3000,Gizli Buzlanma,946,1307,1086,1417
Sag1720939.JPG,4000,3000,Trafik Işığı,1,1333,91,1425
Sag1720940.JPG,4000,3000,Trafik Işığı,557,1264,722,1407
Sag1720947.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,68,1429,167,1489
Sag1720948.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,187,1446,293,1524
Sag1720949.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,448,1438,577,1542
Sag1720950.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,854,1462,990,1595
Sag1720951.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,1397,1477,1539,1645
Sag1720952.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,2016,1494,2149,1718
Sag1720953.JPG,4000,3000,İleri Ve Sağa Mecburi Yön,3015,1558,3110,1800
Sag1721002.JPG,4000,3000,İleri Ve Sola Mecburi Yön,671,1403,709,1467
Sag1721003.JPG,4000,3000,İleri Ve Sola Mecburi Yön,1038,1420,1087,1500
